,GPU Util,Power Draw,GPU Clock,Mem Used,Response Time
263,3.3952921066493164e-19,1.129529316017759e-16,6.315243318367726e-10,3.083152092674976e-09,5556242169
264,3.3952921185965243e-19,1.159695976027829e-16,6.315243340589534e-10,3.08315210352384e-09,8829885668
265,3.395292128331288e-19,1.146929680950309e-16,6.315243358696193e-10,3.0831521123636555e-09,3058703602
266,3.3952921374551643e-19,1.1213970871586916e-16,6.315243375666605e-10,3.083152120648745e-09,7000975301
267,3.3990646945034713e-19,1.122577897691371e-16,6.315243394671264e-10,3.0831521299269718e-09,6415541629
268,3.440562718805351e-19,1.1355667794541239e-16,6.3152434114914e-10,3.0831521381386956e-09,5231431579
269,3.4405627269912043e-19,1.1355667821558864e-16,6.31524342651675e-10,3.0831521454741904e-09,4370451397
270,3.440562735081874e-19,1.1106113873563136e-16,6.298266980503495e-10,3.08315215272439e-09,5646085305
271,3.4405627443493687e-19,1.0357451977364371e-16,6.247337614739644e-10,3.0831521610291646e-09,5088730419
272,3.440562754992709e-19,1.0372542196926923e-16,6.251864690322278e-10,3.0831521705668603e-09,7658097289
273,3.4405627650649447e-19,1.0583804853217543e-16,6.315243496402103e-10,3.0831521795927763e-09,3987418809
274,3.4405627754886293e-19,1.0583804885282721e-16,6.31524351553505e-10,3.083152188933634e-09,7800023137
275,3.3771839979271807e-19,1.1188619639245344e-16,6.260918859428003e-10,3.0831521984355404e-09,4926729697
276,3.350021666360195e-19,1.133982334062926e-16,6.247337702131174e-10,3.083152204158159e-09,3120291822
277,3.3500216739430643e-19,1.133982336629727e-16,6.2473377162722e-10,3.083152211136961e-09,5363912587
278,3.3862381318304285e-19,1.1274633779844497e-16,6.288081236781371e-10,3.08315221783661e-09,3257717797
279,3.4405628137943894e-19,1.117684938286443e-16,6.31524358584628e-10,3.0831522232601364e-09,4215514913
280,3.440562821483308e-19,1.1176849407842283e-16,6.315243599959492e-10,3.083152230150319e-09,4956967246
281,3.4405628311905374e-19,1.1010665316023296e-16,6.31524361777737e-10,3.0831522388491487e-09,7035769393
282,3.4405628406067094e-19,1.0872178576317204e-16,6.315243635060998e-10,3.0831522472871552e-09,3483587806
283,3.4405628476157395e-19,1.0872178598465736e-16,6.315243647926257e-10,3.0831522535680766e-09,4838053064
284,3.414693961974736e-19,1.132294409565266e-16,6.363747838225642e-10,3.0831522607462726e-09,4324419440
285,3.3952923004316564e-19,1.150325031386245e-16,6.383149524811513e-10,3.083152268642289e-09,6140629255
286,3.3771840849198984e-19,1.1392609089471874e-16,6.383149543883452e-10,3.083152277854308e-09,5978153784
287,3.3047511914203544e-19,1.0950044084667879e-16,6.383149561510547e-10,3.083152286368446e-09,5808350646
288,3.304751201144872e-19,1.0950044116889338e-16,6.383149580293518e-10,3.083152295440889e-09,6235951414
289,3.37718411366266e-19,1.1007492494007531e-16,6.322034336099067e-10,3.083152304094604e-09,6181622500
290,3.3952923490030043e-19,1.1013875674519212e-16,6.315243769145587e-10,3.083152312748318e-09,5076402779
291,3.4088735271953494e-19,1.0974218688200973e-16,6.294872031294997e-10,3.0831523207041533e-09,5491600484
292,3.440562930426132e-19,1.088168567877012e-16,6.24733795261587e-10,3.083152327776007e-09,3010888490
293,3.4405629374351624e-19,1.0881685700938023e-16,6.247337965342793e-10,3.083152334056929e-09,4707919737
294,3.413400606542302e-19,1.1050771287268019e-16,6.267709734426811e-10,3.083152341361409e-09,5119906151
295,3.350021825241976e-19,1.1445304295374006e-16,6.315243846233184e-10,3.083152350383097e-09,7086017664
296,3.3778806459240256e-19,1.1374821545834184e-16,6.315243867405381e-10,3.083152360719533e-09,7133826043
297,3.5311041094628373e-19,1.0987166248290131e-16,6.315243888077765e-10,3.0831523708119556e-09,6818499857
298,3.5311041180950118e-19,1.0987166275149476e-16,6.315243903516076e-10,3.083152378349062e-09,2676672690
299,3.494887672404997e-19,1.0754475588815171e-16,6.315243915809548e-10,3.0831523843508326e-09,5206645669
300,3.440563001619709e-19,1.0405439551609081e-16,6.315243930604596e-10,3.0831523915738924e-09,4449507242
301,3.4405630092560906e-19,1.0405439574704112e-16,6.315243944621375e-10,3.0831523984169963e-09,4360077087
302,3.42358655435823e-19,1.0628680075575777e-16,6.289779264742435e-10,3.083152405008088e-09,4021566286
303,3.3952924570808484e-19,1.1000747560941948e-16,6.24733812102876e-10,3.083152410890222e-09,3570102312
304,3.3952924662300623e-19,1.1000747590585403e-16,6.247338137863315e-10,3.08315241919832e-09,7410909727
305,3.3952924763063983e-19,1.0761115425349416e-16,6.247338156403773e-10,3.0831524283483063e-09,4717852514
306,3.3952924845724087e-19,1.064129935231454e-16,6.247338171613232e-10,3.083152435854396e-09,4958603497
307,3.3952924928725774e-19,1.0641299378328376e-16,6.247338186885543e-10,3.083152443391504e-09,4633634191
308,3.3349317424762063e-19,1.0915337224446782e-16,6.33787932959279e-10,3.0831524480440392e-09,1367806034
309,3.3047513684065707e-19,1.1052356151818904e-16,6.383149903360636e-10,3.083152451486915e-09,2439604084
310,3.304751373381035e-19,1.1052356168455423e-16,6.383149912968848e-10,3.083152456127819e-09,3954596469
311,3.3047513776822644e-19,1.1052356182840383e-16,6.383149921276703e-10,3.083152460140631e-09,326941041
312,3.3047513776822644e-19,1.1052356182840383e-16,6.383149921276703e-10,3.083152460140631e-09,306876790
313,3.304751379677037e-19,1.1052356189511667e-16,6.38314992512962e-10,3.083152462001645e-09,993398445
314,3.3047513806744243e-19,1.1052356192847312e-16,6.383149927056077e-10,3.083152462932152e-09,233691753
315,3.304751382918544e-19,1.1052356200352507e-16,6.38314993139061e-10,3.083152465025793e-09,733404720
316,3.304751384414623e-19,1.1052356205355972e-16,6.383149934280301e-10,3.083152466421553e-09,877931332
317,3.3198415751379497e-19,1.1208086961445274e-16,6.383149937651601e-10,3.0831524680499412e-09,1041338980
318,3.350021955874134e-19,1.1519548471509894e-16,6.383149942949362e-10,3.083152470608835e-09,810414110
319,3.3500219587556247e-19,1.1519548481418327e-16,6.383149948439772e-10,3.08315247326078e-09,2431389889
320,3.3500219650578323e-19,1.1519548503089404e-16,6.38314996044803e-10,3.083152479060941e-09,4657599202
321,3.3500219695233e-19,1.1519548518444581e-16,6.383149968956558e-10,3.0831524831706812e-09,985002851
322,3.35002197179816e-19,1.1519548526267027e-16,6.383149973291091e-10,3.0831524852643213e-09,1337995663
323,3.350021974073021e-19,1.151954853408947e-16,6.383149977625621e-10,3.083152487357962e-09,526687225
324,3.3500219769545124e-19,1.1173500327891956e-16,6.3424064725855e-10,3.0831524900099077e-09,2311296539
325,3.3500219816558923e-19,1.0942801532511647e-16,6.315244141094551e-10,3.083152494336766e-09,2783582529
326,3.3500219862056134e-19,1.0942801547373253e-16,6.315244149671391e-10,3.0831524985240476e-09,1862483505
327,3.350021988480474e-19,1.0942801554804055e-16,6.315244153959811e-10,3.083152500617688e-09,221612799
328,3.350021990502572e-19,1.0942801561409211e-16,6.315244157771742e-10,3.083152502478702e-09,1277341881
329,3.350021993030196e-19,1.0942801569665661e-16,6.315244162536652e-10,3.08315250480497e-09,1852085683
330,3.3500219968216305e-19,1.0942801582050331e-16,6.315244169684018e-10,3.0831525082943716e-09,1994577991
331,2.9154245516209193e-19,1.1209716859847291e-16,6.369568857345702e-10,3.083152511504622e-09,2408882310
332,2.80677519326064e-19,1.1276445691762784e-16,6.383150036286293e-10,3.0831525156919037e-09,2465498880
333,2.806775197962019e-19,1.1276445710650954e-16,6.38315004697814e-10,3.083152520856218e-09,4777342725
334,2.92447868261112e-19,1.116000984334254e-16,6.383150065761113e-10,3.0831525299286622e-09,4671091988
335,3.3952925920134763e-19,1.0694266253484576e-16,6.383150072985333e-10,3.0831525334180637e-09,1061953205
336,3.3952925927820095e-19,1.0694266255905253e-16,6.383150074430179e-10,3.083152534115944e-09,185260303
337,3.3952925950876124e-19,1.0694266263167287e-16,6.383150078764711e-10,3.0831525362095844e-09,635212903
338,3.395292595856146e-19,1.0694266265587964e-16,6.383150080209554e-10,3.083152536907465e-09,431887408
339,3.3952925973932144e-19,1.069426627042932e-16,6.383150083099242e-10,3.083152538303226e-09,260100337
340,3.395292598161749e-19,1.0694266272849998e-16,6.383150084544086e-10,3.083152539001106e-09,749231235
341,3.3952925989302827e-19,1.0694266275270675e-16,6.383150085988932e-10,3.0831525396989867e-09,261953788
342,3.395292600467351e-19,1.0694266280112032e-16,6.38315008887862e-10,3.0831525410947473e-09,187992704
343,3.39529260200442e-19,1.0694266284953386e-16,6.383150091768307e-10,3.0831525424905083e-09,202293927
344,3.395292603541487e-19,1.069426628979474e-16,6.383150094657997e-10,3.0831525438862693e-09,1699131394
345,3.39529260712798e-19,1.0694266301091235e-16,6.383150101400601e-10,3.0831525471430435e-09,1487309406
346,3.434095955577226e-19,1.0807960112996427e-16,6.363748437453842e-10,3.083152551064466e-09,3764681165
347,3.5311043220701068e-19,1.1092194628123299e-16,6.31524426831769e-10,3.0831525564481153e-09,2987805560
348,3.531104326332908e-19,1.1092194641513963e-16,6.315244275941547e-10,3.083152560170143e-09,1524108888
349,3.5311043284643097e-19,1.1092194648209298e-16,6.315244279753476e-10,3.083152562031157e-09,967780068
350,3.531104331661412e-19,1.1092194658252297e-16,6.315244285471371e-10,3.083152564822679e-09,2449235162
351,3.531104336057427e-19,1.109219467206142e-16,6.315244293333474e-10,3.083152568661021e-09,1808388231
352,3.503941999848908e-19,1.1035606476785122e-16,6.342406643137365e-10,3.0831525729180915e-09,2739492739
353,3.3952926388940576e-19,1.0809253645183122e-16,6.383150161120828e-10,3.0831525759887646e-09,1870534316
354,3.395292643944425e-19,1.0809253661261472e-16,6.383150170615519e-10,3.0831525805748355e-09,3575629793
355,3.3952926493973573e-19,1.0809253678621426e-16,6.383150180867031e-10,3.0831525855264623e-09,3068232002
356,3.3952926532400285e-19,1.0809253690854955e-16,6.383150188091252e-10,3.0831525890158646e-09,1325425107
357,3.3952926565703427e-19,1.0809253701457344e-16,6.383150194352243e-10,3.083152592040012e-09,1253720455
358,3.3952926573388774e-19,1.0809253703904048e-16,6.383150195797089e-10,3.083152592737893e-09,317187312
359,3.395292658875945e-19,1.0763983140012447e-16,6.349197272098018e-10,3.0831525941336533e-09,524459551
360,3.395292661181548e-19,1.0718712578506068e-16,6.315244349797678e-10,3.0831525962272942e-09,888533033
361,3.39529266348715e-19,1.07187125857847e-16,6.315244354086101e-10,3.083152598320936e-09,1924069192
362,3.3952926665612873e-19,1.0718712595489544e-16,6.315244359803993e-10,3.083152601112457e-09,1777289236
363,3.3952926704039576e-19,1.07187126076206e-16,6.315244366951361e-10,3.0831526046018593e-09,2151767973
364,3.395292676398524e-19,1.0718712626545048e-16,6.315244378101254e-10,3.0831526100453253e-09,5199995961
365,3.362956563109076e-19,1.0666328134558012e-16,6.315244392069252e-10,3.0831526168646142e-09,3709914324
366,3.350022121938988e-19,1.0645374350999366e-16,6.315244405547146e-10,3.083152623444629e-09,5057435519
367,3.3500221287635723e-19,1.0645374372685863e-16,6.315244418412407e-10,3.083152629725552e-09,2877650392
368,3.3839750618720627e-19,1.0742479763303426e-16,6.340709125129842e-10,3.0831526353085953e-09,4131417584
369,3.4858338496490294e-19,1.0904322069674821e-16,6.383150296110559e-10,3.083152641190729e-09,3854483983
370,3.4858338556231013e-19,1.0904322088362808e-16,6.383150307050094e-10,3.083152646474681e-09,3065449306
371,3.4858338608832903e-19,1.0904322104817635e-16,6.383150316682387e-10,3.083152651127217e-09,2954655518
372,3.4858338658804713e-19,1.0904322120449725e-16,6.38315032583307e-10,3.083152655547126e-09,2172680602
373,1.8108227897657298e-19,3.3799007370977345e-17,6.383150333924196e-10,3.0831526594552572e-09,2457469737
374,1.810822791733177e-19,3.379900740769975e-17,6.38315034085945e-10,3.0831526628050823e-09,2538114802
375,1.810822794028533e-19,3.3799007450542565e-17,6.383150348950577e-10,3.083152666713213e-09,2620316091
376,1.810822795941329e-19,3.37990074862449e-17,6.383150355693184e-10,3.0831526699699876e-09,1392836482
377,1.8108227975808692e-19,3.379900751684691e-17,6.38315036147256e-10,3.0831526727615087e-09,1357962562
378,1.8108227992204085e-19,3.3799007547448907e-17,6.383150367251938e-10,3.0831526755530307e-09,1490594805
379,2.707180087367325e-19,7.689749565223891e-17,6.38315037322396e-10,3.0831526784376035e-09,2901578331
380,3.3047516163069913e-19,1.0562982118259043e-16,6.383150382181996e-10,3.083152682764461e-09,2856808032
381,3.3047516212440535e-19,1.0562982134039383e-16,6.383150391717965e-10,3.0831526873704717e-09,2338240307
382,3.304751626031509e-19,1.0562982149341536e-16,6.383150400964971e-10,3.083152691836906e-09,3919747393
383,3.304751631417397e-19,1.0562982166556458e-16,6.38315041136785e-10,3.083152696861645e-09,2642872814
384,3.531104486720865e-19,3.3758264304458323e-17,6.383150418303104e-10,3.0831527002114717e-09,1694430861
385,3.5311044899179675e-19,3.3758264335023436e-17,6.38315042408248e-10,3.083152703002993e-09,1376469564
386,3.5311044931150704e-19,3.375826436558856e-17,6.383150429861858e-10,3.0831527057945153e-09,1577649067
387,3.531104495779322e-19,3.3758264391059486e-17,6.383150434678004e-10,3.0831527081207833e-09,1459626708
388,3.531104497910724e-19,3.375826441143624e-17,6.383150438530922e-10,3.083152709981797e-09,702592345
389,3.53110450030855e-19,3.375826443436008e-17,6.383150442865455e-10,3.0831527120754387e-09,863032796
390,3.5311045021735264e-19,3.375826445218973e-17,6.38315044623676e-10,3.083152713703826e-09,1202520959
391,3.5311045043049285e-19,3.375826447256647e-17,6.383150450089678e-10,3.083152715564841e-09,267076475
392,3.5311045059034792e-19,3.375826448784903e-17,6.383150452979367e-10,3.083152716960601e-09,242296127
393,3.5311045059034792e-19,3.375826448784903e-17,6.383150452979367e-10,3.083152716960601e-09,254776176
394,3.5311045075020305e-19,3.3758264503131586e-17,6.383150455869054e-10,3.083152718356362e-09,434278553
395,3.5311045083013063e-19,3.375826451077287e-17,6.383150457313901e-10,3.0831527190542432e-09,658972474
396,3.1689399482090173e-19,3.29977189749936e-17,6.383150467106733e-10,3.083152723784321e-09,4489920730
397,3.168939953748156e-19,3.299771903267187e-17,6.383150478264142e-10,3.083152729173509e-09,2315298530
398,3.168939956976e-19,3.2997719066282943e-17,6.383150484765942e-10,3.0831527323139704e-09,1889826659
399,3.168939962535064e-19,3.299771912416869e-17,6.383150495963486e-10,3.083152737722544e-09,4375746821
400,2.399340262294044e-19,3.340515433107122e-17,6.383150509121888e-10,3.0831527440782406e-09,4095490261
401,2.3993402673952813e-19,3.3405154402093915e-17,6.383150522693106e-10,3.0831527506333318e-09,4676923290
402,2.3993402722831586e-19,3.3405154470146086e-17,6.383150535696703e-10,3.0831527569142556e-09,3809795284
403,3.1463047054482135e-19,9.430054018818504e-17,6.324945533254577e-10,3.08315276551314e-09,7607747587
404,3.3500222834541355e-19,1.1090837286803091e-16,6.315244710025025e-10,3.083152772093155e-09,902482509
405,3.3500222852234724e-19,1.1090837292660791e-16,6.315244713360465e-10,3.0831527737215433e-09,1202432714
406,3.3500222883830024e-19,1.1090837303120967e-16,6.315244719316605e-10,3.083152776629378e-09,1805988222
